classification	field	definition_file_line	consumer_file_line	runtime_effect_or_winner	recommended_disposition	marker
live	SM.Content.Definitions.AugmentDefinition.SuppressIfPermanentEquipped	Assets/_Game/Scripts/Runtime/Content/Definitions/AugmentDefinition.cs:30	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:120	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:120	keep and preserve consumer evidence	-
live	SM.Content.Definitions.AugmentDefinition.Tags	Assets/_Game/Scripts/Runtime/Content/Definitions/AugmentDefinition.cs:31	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:121	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:121	keep and preserve consumer evidence	-
live	SM.Content.Definitions.AugmentDefinition.Tier	Assets/_Game/Scripts/Runtime/Content/Definitions/AugmentDefinition.cs:25	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:118	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:118	keep and preserve consumer evidence	-
live	SM.Content.Definitions.AugmentDefinition.TriggeredEffects	Assets/_Game/Scripts/Runtime/Content/Definitions/AugmentDefinition.cs:42	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:134	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:134	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BasicAttackDefinition.DamageType	Assets/_Game/Scripts/Runtime/Content/Definitions/BasicAttackDefinition.cs:15	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:196	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:196	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BasicAttackDefinition.Effects	Assets/_Game/Scripts/Runtime/Content/Definitions/BasicAttackDefinition.cs:20	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:206	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:206	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BasicAttackDefinition.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/BasicAttackDefinition.cs:13	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:194	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:194	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BasicAttackDefinition.Lane	Assets/_Game/Scripts/Runtime/Content/Definitions/BasicAttackDefinition.cs:16	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:204	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:204	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BasicAttackDefinition.LockRule	Assets/_Game/Scripts/Runtime/Content/Definitions/BasicAttackDefinition.cs:17	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:205	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:205	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BasicAttackDefinition.TargetRule	Assets/_Game/Scripts/Runtime/Content/Definitions/BasicAttackDefinition.cs:19	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:203	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:203	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BasicAttackDefinition.WeaponHandedness	Assets/_Game/Scripts/Runtime/Content/Definitions/BasicAttackDefinition.cs:18	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:208	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:208	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.ApproachBuffer	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:16	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:214	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:214	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.BlockChance	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:25	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:206	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:206	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.BlockCooldownSeconds	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:28	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:209	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:209	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.BlockMitigation	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:26	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:207	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:207	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.ChaseLeashMeters	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:18	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:216	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:216	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.Discipline	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:23	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:204	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:204	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.DodgeChance	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:24	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:205	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:205	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.FormationLine	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:10	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:210	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:210	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.FrontlineGuardRadius	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:29	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:218	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:218	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.MaintainRangeBias	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:21	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:202	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:202	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.Opportunism	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:22	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:203	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:203	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.PreferredRangeMax	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:15	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:213	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:213	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.PreferredRangeMin	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:14	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:212	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:212	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.RangeDiscipline	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:11	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:211	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:211	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.RangeHysteresis	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:13	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:200	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:200	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.ReevaluationInterval	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:12	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:199	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:199	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.RetreatAtHpPercent	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:19	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:217	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:217	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.RetreatBias	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:20	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:201	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:201	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.RetreatBuffer	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:17	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:215	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:215	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BehaviorProfileDefinition.Stability	Assets/_Game/Scripts/Runtime/Content/Definitions/BehaviorProfileDefinition.cs:27	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:208	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:208	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BossOverlayDefinition.AppliedStatuses	Assets/_Game/Scripts/Runtime/Content/Definitions/BossOverlayDefinition.cs:20	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:172	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:172	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BossOverlayDefinition.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/BossOverlayDefinition.cs:12	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:162	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:162	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BossOverlayDefinition.PhaseTrigger	Assets/_Game/Scripts/Runtime/Content/Definitions/BossOverlayDefinition.cs:15	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:164	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:164	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BossOverlayDefinition.PressureClockFirstPulseSeconds	Assets/_Game/Scripts/Runtime/Content/Definitions/BossOverlayDefinition.cs:19	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:166	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:166; projected to BossPressureClockSpec and fixed-tick combat service	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BossOverlayDefinition.PressureClockIntervalSeconds	Assets/_Game/Scripts/Runtime/Content/Definitions/BossOverlayDefinition.cs:20	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:167	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:167; projected to BossPressureClockSpec and fixed-tick combat service	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BossOverlayDefinition.PressureClockMaxHealthDamageRatio	Assets/_Game/Scripts/Runtime/Content/Definitions/BossOverlayDefinition.cs:21	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:168	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:168; projected to BossPressureClockSpec and fixed-tick combat service	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BossOverlayDefinition.PressureClockMaxPulses	Assets/_Game/Scripts/Runtime/Content/Definitions/BossOverlayDefinition.cs:22	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:169	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:169; projected to BossPressureClockSpec and fixed-tick combat service	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BossOverlayDefinition.RewardDropTags	Assets/_Game/Scripts/Runtime/Content/Definitions/BossOverlayDefinition.cs:19	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:168	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:168	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BossOverlayDefinition.SignatureAuraTag	Assets/_Game/Scripts/Runtime/Content/Definitions/BossOverlayDefinition.cs:17	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:166	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:166	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BossOverlayDefinition.SignatureUtilityTag	Assets/_Game/Scripts/Runtime/Content/Definitions/BossOverlayDefinition.cs:18	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:167	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:167	keep and preserve consumer evidence	-
live	SM.Content.Definitions.BossOverlayDefinition.ThreatCost	Assets/_Game/Scripts/Runtime/Content/Definitions/BossOverlayDefinition.cs:16	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:165	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:165	keep and preserve consumer evidence	-
live	SM.Content.Definitions.CampaignChapterBalanceSpec.AtkEnvelope	Assets/_Game/Scripts/Runtime/Content/Definitions/CampaignChapterBalanceSpec.cs:11	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:27	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:27	keep and preserve consumer evidence	-
live	SM.Content.Definitions.CampaignChapterBalanceSpec.HpEnvelope	Assets/_Game/Scripts/Runtime/Content/Definitions/CampaignChapterBalanceSpec.cs:10	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:26	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:26	keep and preserve consumer evidence	-
live	SM.Content.Definitions.CampaignChapterBalanceSpec.SiteAtkStep	Assets/_Game/Scripts/Runtime/Content/Definitions/CampaignChapterBalanceSpec.cs:13	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:29	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:29	keep and preserve consumer evidence	-
live	SM.Content.Definitions.CampaignChapterBalanceSpec.SiteHpStep	Assets/_Game/Scripts/Runtime/Content/Definitions/CampaignChapterBalanceSpec.cs:12	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:28	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:28	keep and preserve consumer evidence	-
